Datetime;A;Y;Er
2024-05-17 08:00:00;23560.221973289772;-4.228435762905972;307048321.3269964
2024-05-17 08:15:00;86404.1002520151;-4.665764094398475;323727496.3706354
2024-05-17 08:30:00;83070.19657515158;-4.633187304678507;172119807.61067897
2024-05-17 08:45:00;34923.251153425066;-4.385873224221444;252104071.04716557
2024-05-17 09:00:00;28744.541854564362;-4.311399850342036;104751058.09456843
2024-05-17 09:15:00;43911.637255633745;-4.471933429345458;269668468.8053274
2024-05-17 09:30:00;35944.09164089759;-4.4282688817918725;159250239.18377116
2024-05-17 09:45:00;138102.05758026522;-4.8816297720432305;743051507.5491858
2024-05-17 10:00:00;44294.6154551813;-4.509868654826958;383280317.85668606
2024-05-17 10:15:00;19864.42519953551;-4.248563311551232;767753707.0242581
2024-05-17 10:30:00;147332.52555385482;-4.875691034404554;311117468.51089144
2024-05-17 10:45:00;16597.05310871995;-4.172688431648679;212961787.6410842
2024-05-17 11:00:00;17448.1394463416;-4.247497845348629;717917549.7159033
2024-05-17 11:15:00;27295.074438537726;-4.364552732441334;118993786.32607412
2024-05-17 11:30:00;38063.797622791484;-4.524642957659067;1165491590.4881015
2024-05-17 11:45:00;36790.93123771434;-4.421055255772614;231887405.69710314
2024-05-17 12:00:00;33803.81745721259;-4.4978741377171545;299894631.89816064
2024-05-17 12:15:00;16320.069634052463;-4.205729625396459;357804057.51380527
2024-05-17 12:30:00;29499.145323183628;-4.44381615985055;144890322.43370783
2024-05-17 12:45:00;16923.173824176978;-4.225873049096568;332973583.7995133
2024-05-17 13:00:00;12608.403203818403;-4.136878438342581;488054260.1299553
2024-05-17 13:15:00;15303.575012640656;-4.207361317533669;175173525.04125506
2024-05-17 13:30:00;16055.778963770616;-4.241454397557067;458731179.5298956
2024-05-17 13:45:00;13402.921729969885;-4.217353667333151;661639438.0234613
2024-05-17 14:00:00;9921.079357036737;-4.198743358169953;683952658.833337
2024-05-17 14:15:00;9299.2975064858;-4.15288912909061;773614918.1810743
2024-05-17 14:45:00;6005.643549824008;-3.965980449712915;2226866566.717112
2024-05-17 15:00:00;10051.072886729613;-4.1533561491081485;288153172.1282186
2024-05-17 15:15:00;14039.959165622382;-4.24003351839758;446408736.3051933
2024-05-17 15:30:00;13946.394477536685;-4.253134011199001;710409639.6478689
2024-05-17 15:45:00;23514.04473509984;-4.481193307975422;290084445.17807597
2024-05-17 16:00:00;9478.03849070407;-4.136458009802277;153966164.84814596
2024-05-17 16:15:00;12317.831131153269;-4.247748239263022;499361226.9003867
2024-05-17 16:30:00;40767.72476031113;-4.708527861536838;777087025.6512415
2024-05-17 16:45:00;3555.959948389558;-3.892208060519698;511897406.5254107
2024-05-17 17:00:00;7205.247516802723;-4.174043665949845;532504753.2731884
2024-05-17 17:15:00;11581.516219318768;-4.28740622477422;377720297.60590696
2024-05-17 17:30:00;10631.601918881559;-4.326832818282264;1226863833.7478259
2024-05-17 17:45:00;3540.016043667214;-3.9787670706496003;474184951.6240804
2024-05-17 18:00:00;2109.040975270898;-3.7377377512778756;588046005.9633694
2024-05-17 18:15:00;7381.823383685282;-4.171340484130593;270123104.82276356
2024-05-17 18:30:00;1732.905605096417;-3.7751747120940378;828594672.4754955
2024-05-17 18:45:00;3194.840771801355;-4.000607783941484;392987164.93330246
2024-05-17 19:00:00;16220.269046932735;-4.472768102204321;601.7844965186077
2024-05-17 19:15:00;1644.2010021069789;-3.876646061751184;477034641.3995952
2024-05-17 19:45:00;756.4475891047896;-3.652236544177066;293593513.4270285
2024-05-17 20:00:00;507.7950501397224;-3.5586397453284593;305474370.1871414
2024-05-17 20:15:00;186.79441942137956;-3.264479958218257;655675914.339016
2024-05-17 20:30:00;103.14790520635812;-3.0896746761553526;1114632470.2863789
2024-05-17 20:45:00;525.9816148218556;-3.5816720837783325;389783806.3708257
